Unnamed: 0,airport,airport_name,carrier_name,arr_delay,arr_flights,avg_delay,longitude,latitude
583,DEN,"Denver, CO: Denver International",CommuteAir,153588,7417,20.707563705002,-104.6670019,39.85840806
584,DEN,"Denver, CO: Denver International",Delta,159977,12577,12.7198059950704,-104.6670019,39.85840806
585,DEN,"Denver, CO: Denver International",Frontier,495677,22616,21.9170940926778,-104.6670019,39.85840806
586,DEN,"Denver, CO: Denver International",JetBlue,43139,1828,23.5990153172867,-104.6670019,39.85840806
587,DEN,"Denver, CO: Denver International",Mesa,86239,3012,28.6318061088977,-104.6670019,39.85840806
588,DEN,"Denver, CO: Denver International",SkyWest,846665,48954,17.2951137802835,-104.6670019,39.85840806
589,DEN,"Denver, CO: Denver International",Southwest,1125551,96158,11.7052247342915,-104.6670019,39.85840806
590,DEN,"Denver, CO: Denver International",Spirit,31237,1744,17.911123853211,-104.6670019,39.85840806
591,DEN,"Denver, CO: Denver International",United,1317286,94265,13.9742852596404,-104.6670019,39.85840806
592,DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",Alaska,23428,2213,10.5865341165838,-97.0372,32.89595056
593,DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",American,3413482,162147,21.0517740075364,-97.0372,32.89595056
594,DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",Delta,144355,10997,13.1267618441393,-97.0372,32.89595056
595,DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",Endeavor,0,1,0.0,-97.0372,32.89595056
596,DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",Envoy,524810,52052,10.0824175824176,-97.0372,32.89595056
597,DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",Frontier,170951,6790,25.1768777614138,-97.0372,32.89595056
598,DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",JetBlue,11752,454,25.8854625550661,-97.0372,32.89595056
599,DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",Mesa,116703,5055,23.086646884273,-97.0372,32.89595056
600,DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",PSA,95825,5226,18.3362035973976,-97.0372,32.89595056
601,DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",Republic,553,61,9.0655737704918,-97.0372,32.89595056
602,DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",SkyWest,506653,27056,18.7260866351271,-97.0372,32.89595056
603,DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",Spirit,212141,9806,21.6337956353253,-97.0372,32.89595056
604,DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",United,139501,8493,16.4254091604851,-97.0372,32.89595056
605,DHN,"Dothan, AL: Dothan Regional",Endeavor,3983,730,5.45616438356164,-85.44962889,31.32133917
606,DIK,"Dickinson, ND: Dickinson - Theodore Roosevelt Regional",CommuteAir,21,3,7.0,-102.8019528,46.79738889
607,DIK,"Dickinson, ND: Dickinson - Theodore Roosevelt Regional",SkyWest,9127,636,14.3506289308176,-102.8019528,46.79738889
608,DLG,"Dillingham, AK: Dillingham Airport",Alaska,821,145,5.66206896551724,-158.5033389,59.0454125
609,DLG,"Dillingham, AK: Dillingham Airport",Horizon,4560,361,12.6315789473684,-158.5033389,59.0454125
610,DLH,"Duluth, MN: Duluth International",Air Wisconsin,1960,197,9.9492385786802,-92.19364861,46.84209028
611,DLH,"Duluth, MN: Duluth International",Delta,2452,106,23.1320754716981,-92.19364861,46.84209028
612,DLH,"Duluth, MN: Duluth International",Endeavor,1995,255,7.8235294117647,-92.19364861,46.84209028
613,DLH,"Duluth, MN: Duluth International",Republic,55,41,1.34146341463415,-92.19364861,46.84209028
614,DLH,"Duluth, MN: Duluth International",SkyWest,19411,1490,13.0275167785235,-92.19364861,46.84209028
615,DRO,"Durango, CO: Durango La Plata County",American,312,10,31.2,-107.7537692,37.15151667
616,DRO,"Durango, CO: Durango La Plata County",CommuteAir,7141,409,17.4596577017115,-107.7537692,37.15151667
617,DRO,"Durango, CO: Durango La Plata County",Envoy,2412,224,10.7678571428571,-107.7537692,37.15151667
618,DRO,"Durango, CO: Durango La Plata County",Mesa,2603,130,20.0230769230769,-107.7537692,37.15151667
619,DRO,"Durango, CO: Durango La Plata County",SkyWest,27342,2915,9.37975986277873,-107.7537692,37.15151667
620,DRO,"Durango, CO: Durango La Plata County",United,7071,284,24.8978873239437,-107.7537692,37.15151667
621,DRT,"Del Rio, TX: Del Rio International",SkyWest,1063,184,5.77717391304348,-100.9232339,29.37181222
622,DSM,"Des Moines, IA: Des Moines International",Air Wisconsin,5185,338,15.3402366863905,-93.66068222,41.53493306
623,DSM,"Des Moines, IA: Des Moines International",Allegiant,42177,1788,23.5889261744966,-93.66068222,41.53493306
624,DSM,"Des Moines, IA: Des Moines International",American,54347,2608,20.8385736196319,-93.66068222,41.53493306
625,DSM,"Des Moines, IA: Des Moines International",CommuteAir,29,1,29.0,-93.66068222,41.53493306
626,DSM,"Des Moines, IA: Des Moines International",Delta,7140,1056,6.76136363636364,-93.66068222,41.53493306
627,DSM,"Des Moines, IA: Des Moines International",Endeavor,19866,2379,8.35056746532156,-93.66068222,41.53493306
628,DSM,"Des Moines, IA: Des Moines International",Envoy,6959,717,9.70571827057183,-93.66068222,41.53493306
629,DSM,"Des Moines, IA: Des Moines International",Frontier,1714,183,9.36612021857924,-93.66068222,41.53493306
630,DSM,"Des Moines, IA: Des Moines International",United Express,516,86,6.0,-93.66068222,41.53493306
631,DSM,"Des Moines, IA: Des Moines International",Mesa,3120,173,18.0346820809249,-93.66068222,41.53493306
632,DSM,"Des Moines, IA: Des Moines International",PSA,6973,639,10.9123630672926,-93.66068222,41.53493306
633,DSM,"Des Moines, IA: Des Moines International",Piedmont,801,62,12.9193548387097,-93.66068222,41.53493306
634,DSM,"Des Moines, IA: Des Moines International",Republic,4171,490,8.51224489795918,-93.66068222,41.53493306
635,DSM,"Des Moines, IA: Des Moines International",SkyWest,11140,948,11.7510548523207,-93.66068222,41.53493306
636,DSM,"Des Moines, IA: Des Moines International",Southwest,26225,1710,15.3362573099415,-93.66068222,41.53493306
637,DSM,"Des Moines, IA: Des Moines International",United,34579,2100,16.4661904761905,-93.66068222,41.53493306
638,DTW,"Detroit, MI: Detroit Metro Wayne County",Air Wisconsin,1169,102,11.4607843137255,-83.34883583,42.21205889
639,DTW,"Detroit, MI: Detroit Metro Wayne County",Alaska,4429,494,8.96558704453441,-83.34883583,42.21205889
640,DTW,"Detroit, MI: Detroit Metro Wayne County",American,68849,4359,15.7946776783666,-83.34883583,42.21205889
641,DTW,"Detroit, MI: Detroit Metro Wayne County",CommuteAir,2021,119,16.9831932773109,-83.34883583,42.21205889
642,DTW,"Detroit, MI: Detroit Metro Wayne County",Delta,662087,60081,11.0199064596129,-83.34883583,42.21205889
643,DTW,"Detroit, MI: Detroit Metro Wayne County",Endeavor,163965,16545,9.9102447869447,-83.34883583,42.21205889
644,DTW,"Detroit, MI: Detroit Metro Wayne County",Envoy,2281,205,11.1268292682927,-83.34883583,42.21205889
645,DTW,"Detroit, MI: Detroit Metro Wayne County",Frontier,42622,2215,19.2424379232506,-83.34883583,42.21205889
646,DTW,"Detroit, MI: Detroit Metro Wayne County",United Express,1205,154,7.82467532467532,-83.34883583,42.21205889
647,DTW,"Detroit, MI: Detroit Metro Wayne County",JetBlue,53094,2036,26.0776031434185,-83.34883583,42.21205889
648,DTW,"Detroit, MI: Detroit Metro Wayne County",Mesa,19920,898,22.1826280623608,-83.34883583,42.21205889
649,DTW,"Detroit, MI: Detroit Metro Wayne County",PSA,10256,1204,8.51827242524917,-83.34883583,42.21205889
650,DTW,"Detroit, MI: Detroit Metro Wayne County",Piedmont,1833,181,10.1270718232044,-83.34883583,42.21205889
651,DTW,"Detroit, MI: Detroit Metro Wayne County",Republic,26850,4034,6.65592464055528,-83.34883583,42.21205889
652,DTW,"Detroit, MI: Detroit Metro Wayne County",SkyWest,281316,17655,15.9340696686491,-83.34883583,42.21205889
653,DTW,"Detroit, MI: Detroit Metro Wayne County",Southwest,49556,3937,12.5872491744983,-83.34883583,42.21205889
654,DTW,"Detroit, MI: Detroit Metro Wayne County",Spirit,188491,10915,17.2689876316995,-83.34883583,42.21205889
655,DTW,"Detroit, MI: Detroit Metro Wayne County",United,36352,2385,15.241928721174,-83.34883583,42.21205889
656,DVL,"Devils Lake, ND: Devils Lake Regional",SkyWest,8621,674,12.7908011869436,-98.90877833,48.11424528
657,EAT,"Wenatchee, WA: Pangborn Memorial",Horizon,1350,474,2.84810126582278,-120.2068333,47.39886111
658,ECP,"Panama City, FL: Northwest Florida Beaches International",American,20234,773,26.1759379042691,-85.7995,30.3549
659,ECP,"Panama City, FL: Northwest Florida Beaches International",CommuteAir,7956,835,9.52814371257485,-85.7995,30.3549
660,ECP,"Panama City, FL: Northwest Florida Beaches International",Delta,19908,1839,10.8254486133768,-85.7995,30.3549
661,ECP,"Panama City, FL: Northwest Florida Beaches International",Envoy,4288,352,12.1818181818182,-85.7995,30.3549
662,ECP,"Panama City, FL: Northwest Florida Beaches International",Mesa,207,26,7.96153846153846,-85.7995,30.3549
663,ECP,"Panama City, FL: Northwest Florida Beaches International",PSA,7147,682,10.4794721407625,-85.7995,30.3549
664,ECP,"Panama City, FL: Northwest Florida Beaches International",Republic,1036,155,6.68387096774194,-85.7995,30.3549
665,ECP,"Panama City, FL: Northwest Florida Beaches International",SkyWest,2337,228,10.25,-85.7995,30.3549
666,ECP,"Panama City, FL: Northwest Florida Beaches International",Southwest,28009,2693,10.4006683995544,-85.7995,30.3549
667,EGE,"Eagle, CO: Eagle County Regional",American,20103,1072,18.7527985074627,-106.9176953,39.64256778
668,EGE,"Eagle, CO: Eagle County Regional",Delta,1127,133,8.47368421052632,-106.9176953,39.64256778
669,EGE,"Eagle, CO: Eagle County Regional",SkyWest,20546,1463,14.0437457279563,-106.9176953,39.64256778
670,EGE,"Eagle, CO: Eagle County Regional",United,4613,326,14.1503067484663,-106.9176953,39.64256778
671,EKO,"Elko, NV: Elko Regional",SkyWest,2456,367,6.69209809264305,-115.7916964,40.82492611
672,ELM,"Elmira/Corning, NY: Elmira/Corning Regional",Allegiant,1856,287,6.46689895470383,-76.89144333,42.15991361
673,ELM,"Elmira/Corning, NY: Elmira/Corning Regional",SkyWest,7705,705,10.9290780141844,-76.89144333,42.15991361
674,ELP,"El Paso, TX: El Paso International",Alaska,1655,285,5.80701754385965,-106.3778056,31.80666667
675,ELP,"El Paso, TX: El Paso International",Allegiant,4424,107,41.3457943925234,-106.3778056,31.80666667
676,ELP,"El Paso, TX: El Paso International",American,59247,2668,22.2065217391304,-106.3778056,31.80666667
677,ELP,"El Paso, TX: El Paso International",CommuteAir,2844,129,22.046511627907,-106.3778056,31.80666667
678,ELP,"El Paso, TX: El Paso International",Delta,6729,684,9.83771929824561,-106.3778056,31.80666667
679,ELP,"El Paso, TX: El Paso International",Envoy,13743,1785,7.69915966386555,-106.3778056,31.80666667
680,ELP,"El Paso, TX: El Paso International",Frontier,7554,387,19.5193798449612,-106.3778056,31.80666667
681,ELP,"El Paso, TX: El Paso International",Horizon,233,39,5.97435897435897,-106.3778056,31.80666667
682,ELP,"El Paso, TX: El Paso International",Mesa,73981,2168,34.1240774907749,-106.3778056,31.80666667
683,ELP,"El Paso, TX: El Paso International",SkyWest,9426,1761,5.3526405451448,-106.3778056,31.80666667
684,ELP,"El Paso, TX: El Paso International",Southwest,88352,8905,9.92161706906233,-106.3778056,31.80666667
685,ELP,"El Paso, TX: El Paso International",United,6471,443,14.607223476298,-106.3778056,31.80666667
686,ERI,"Erie, PA: Erie International/Tom Ridge Field",Air Wisconsin,817,80,10.2125,-80.17621556,42.08202139
687,ERI,"Erie, PA: Erie International/Tom Ridge Field",Piedmont,5679,745,7.62281879194631,-80.17621556,42.08202139
688,ERI,"Erie, PA: Erie International/Tom Ridge Field",SkyWest,3351,222,15.0945945945946,-80.17621556,42.08202139
689,ESC,"Escanaba, MI: Delta County",SkyWest,6553,695,9.42877697841727,-87.09373139,45.72266972
690,EUG,"Eugene, OR: Mahlon Sweet Field",Alaska,2131,315,6.76507936507937,-123.2186856,44.12326
691,EUG,"Eugene, OR: Mahlon Sweet Field",Allegiant,7611,459,16.5816993464052,-123.2186856,44.12326
692,EUG,"Eugene, OR: Mahlon Sweet Field",American,14698,552,26.6268115942029,-123.2186856,44.12326
693,EUG,"Eugene, OR: Mahlon Sweet Field",Delta,1266,146,8.67123287671233,-123.2186856,44.12326
694,EUG,"Eugene, OR: Mahlon Sweet Field",Envoy,154,54,2.85185185185185,-123.2186856,44.12326
695,EUG,"Eugene, OR: Mahlon Sweet Field",Horizon,5077,1194,4.25209380234506,-123.2186856,44.12326
696,EUG,"Eugene, OR: Mahlon Sweet Field",Mesa,1221,25,48.84,-123.2186856,44.12326
697,EUG,"Eugene, OR: Mahlon Sweet Field",SkyWest,16767,2630,6.37528517110266,-123.2186856,44.12326
698,EUG,"Eugene, OR: Mahlon Sweet Field",Southwest,19002,1982,9.58728557013118,-123.2186856,44.12326
699,EUG,"Eugene, OR: Mahlon Sweet Field",United,16538,1307,12.6534047436878,-123.2186856,44.12326
700,EVV,"Evansville, IN: Evansville Regional",Allegiant,2218,128,17.328125,-87.53062667,38.03799139
701,EVV,"Evansville, IN: Evansville Regional",Delta,708,49,14.4489795918367,-87.53062667,38.03799139
702,EVV,"Evansville, IN: Evansville Regional",Endeavor,4405,513,8.58674463937622,-87.53062667,38.03799139
703,EVV,"Evansville, IN: Evansville Regional",Envoy,5705,830,6.87349397590361,-87.53062667,38.03799139
704,EVV,"Evansville, IN: Evansville Regional",Mesa,898,48,18.7083333333333,-87.53062667,38.03799139
705,EVV,"Evansville, IN: Evansville Regional",Piedmont,9553,1029,9.28377065111759,-87.53062667,38.03799139
706,EVV,"Evansville, IN: Evansville Regional",SkyWest,7285,383,19.0208877284595,-87.53062667,38.03799139
707,EWN,"New Bern/Morehead/Beaufort, NC: Coastal Carolina Regional",PSA,1287,98,13.1326530612245,-77.04294444,35.07297222
708,EWN,"New Bern/Morehead/Beaufort, NC: Coastal Carolina Regional",Piedmont,11777,1610,7.31490683229814,-77.04294444,35.07297222
709,EWR,"Newark, NJ: Newark Liberty International",Alaska,54002,3676,14.6904243743199,-74.16866056,40.69249722
710,EWR,"Newark, NJ: Newark Liberty International",Allegiant,3563,671,5.30998509687034,-74.16866056,40.69249722
711,EWR,"Newark, NJ: Newark Liberty International",American,163312,7558,21.6078327599894,-74.16866056,40.69249722
712,EWR,"Newark, NJ: Newark Liberty International",Delta,79172,6356,12.4562617998741,-74.16866056,40.69249722
713,EWR,"Newark, NJ: Newark Liberty International",Endeavor,19271,1728,11.1521990740741,-74.16866056,40.69249722
714,EWR,"Newark, NJ: Newark Liberty International",Envoy,3014,357,8.44257703081233,-74.16866056,40.69249722
715,EWR,"Newark, NJ: Newark Liberty International",United Express,195891,12458,15.7241130197463,-74.16866056,40.69249722
716,EWR,"Newark, NJ: Newark Liberty International",JetBlue,168638,6857,24.5935540323757,-74.16866056,40.69249722
717,EWR,"Newark, NJ: Newark Liberty International",Republic,287812,29085,9.89554753309266,-74.16866056,40.69249722
718,EWR,"Newark, NJ: Newark Liberty International",SkyWest,6015,325,18.5076923076923,-74.16866056,40.69249722
719,EWR,"Newark, NJ: Newark Liberty International",Spirit,193507,9426,20.5290685338426,-74.16866056,40.69249722
720,EWR,"Newark, NJ: Newark Liberty International",United,1240831,72539,17.1057086532762,-74.16866056,40.69249722
721,EYW,"Key West, FL: Key West International",Allegiant,4663,574,8.12369337979094,-81.75955556,24.55611111
722,EYW,"Key West, FL: Key West International",American,25553,1712,14.9258177570093,-81.75955556,24.55611111
723,EYW,"Key West, FL: Key West International",Delta,12544,1254,10.0031897926635,-81.75955556,24.55611111
724,EYW,"Key West, FL: Key West International",Endeavor,5125,233,21.9957081545064,-81.75955556,24.55611111
725,EYW,"Key West, FL: Key West International",Envoy,11683,1457,8.01853122855182,-81.75955556,24.55611111
726,EYW,"Key West, FL: Key West International",JetBlue,1068,162,6.59259259259259,-81.75955556,24.55611111
727,EYW,"Key West, FL: Key West International",Mesa,1762,128,13.765625,-81.75955556,24.55611111
728,EYW,"Key West, FL: Key West International",Republic,10092,1438,7.01808066759388,-81.75955556,24.55611111
729,EYW,"Key West, FL: Key West International",United,789,67,11.7761194029851,-81.75955556,24.55611111
730,FAI,"Fairbanks, AK: Fairbanks International",Alaska,16321,2322,7.02885443583118,-147.8596694,64.8136775
731,FAI,"Fairbanks, AK: Fairbanks International",Delta,7497,621,12.0724637681159,-147.8596694,64.8136775
732,FAI,"Fairbanks, AK: Fairbanks International",Horizon,17130,1984,8.63407258064516,-147.8596694,64.8136775
733,FAI,"Fairbanks, AK: Fairbanks International",United,1523,108,14.1018518518519,-147.8596694,64.8136775
734,FAR,"Fargo, ND: Hector International",Air Wisconsin,2954,127,23.259842519685,-96.81498889,46.91934889
735,FAR,"Fargo, ND: Hector International",Allegiant,5130,736,6.97010869565217,-96.81498889,46.91934889
736,FAR,"Fargo, ND: Hector International",Delta,9072,664,13.6626506024096,-96.81498889,46.91934889
737,FAR,"Fargo, ND: Hector International",Endeavor,1983,324,6.12037037037037,-96.81498889,46.91934889
738,FAR,"Fargo, ND: Hector International",Envoy,15346,1405,10.9224199288256,-96.81498889,46.91934889
739,FAR,"Fargo, ND: Hector International",Frontier,1929,180,10.7166666666667,-96.81498889,46.91934889
740,FAR,"Fargo, ND: Hector International",Mesa,100,27,3.7037037037037,-96.81498889,46.91934889
741,FAR,"Fargo, ND: Hector International",Republic,424,83,5.10843373493976,-96.81498889,46.91934889
742,FAR,"Fargo, ND: Hector International",SkyWest,36789,2888,12.7385734072022,-96.81498889,46.91934889
743,FAT,"Fresno, CA: Fresno Yosemite International",Alaska,1749,373,4.68900804289544,-119.7181389,36.77619444
744,FAT,"Fresno, CA: Fresno Yosemite International",Allegiant,12196,639,19.0860719874804,-119.7181389,36.77619444
745,FAT,"Fresno, CA: Fresno Yosemite International",American,47536,2301,20.6588439808779,-119.7181389,36.77619444
746,FAT,"Fresno, CA: Fresno Yosemite International",Envoy,1231,86,14.3139534883721,-119.7181389,36.77619444
747,FAT,"Fresno, CA: Fresno Yosemite International",Horizon,127,54,2.35185185185185,-119.7181389,36.77619444
748,FAT,"Fresno, CA: Fresno Yosemite International",Mesa,160,12,13.3333333333333,-119.7181389,36.77619444
749,FAT,"Fresno, CA: Fresno Yosemite International",SkyWest,50708,5549,9.13822310326185,-119.7181389,36.77619444
750,FAT,"Fresno, CA: Fresno Yosemite International",Southwest,21668,1530,14.162091503268,-119.7181389,36.77619444
751,FAT,"Fresno, CA: Fresno Yosemite International",United,13969,685,20.392700729927,-119.7181389,36.77619444
752,FAY,"Fayetteville, NC: Fayetteville Regional/Grannis Field",Delta,8030,365,22.0,-78.88,34.99147222
753,FAY,"Fayetteville, NC: Fayetteville Regional/Grannis Field",Endeavor,1710,328,5.21341463414634,-78.88,34.99147222
754,FAY,"Fayetteville, NC: Fayetteville Regional/Grannis Field",Envoy,1117,153,7.30065359477124,-78.88,34.99147222
755,FAY,"Fayetteville, NC: Fayetteville Regional/Grannis Field",PSA,7655,370,20.6891891891892,-78.88,34.99147222
756,FAY,"Fayetteville, NC: Fayetteville Regional/Grannis Field",Piedmont,14045,1575,8.91746031746032,-78.88,34.99147222
757,FAY,"Fayetteville, NC: Fayetteville Regional/Grannis Field",SkyWest,713,130,5.48461538461538,-78.88,34.99147222
758,FCA,"Kalispell, MT: Glacier Park International",Allegiant,5118,208,24.6057692307692,-114.2521,48.3068
759,FCA,"Kalispell, MT: Glacier Park International",American,3419,271,12.6162361623616,-114.2521,48.3068
760,FCA,"Kalispell, MT: Glacier Park International",Delta,10514,793,13.2585119798235,-114.2521,48.3068
761,FCA,"Kalispell, MT: Glacier Park International",Envoy,50,27,1.85185185185185,-114.2521,48.3068
762,FCA,"Kalispell, MT: Glacier Park International",Horizon,5110,1049,4.87130600571973,-114.2521,48.3068
763,FCA,"Kalispell, MT: Glacier Park International",SkyWest,8505,1349,6.30467012601927,-114.2521,48.3068
764,FCA,"Kalispell, MT: Glacier Park International",United,15300,859,17.8114086146682,-114.2521,48.3068
765,FLG,"Flagstaff, AZ: Flagstaff Pulliam",SkyWest,13458,1654,8.136638452237,-111.6712183,35.13845472
766,FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",Alaska,15005,1009,14.8711595639247,-80.15275,26.07258333
767,FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",Allegiant,120386,3109,38.7217754905114,-80.15275,26.07258333
768,FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",American,106360,5783,18.3918381462909,-80.15275,26.07258333
769,FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",Delta,149291,11839,12.6101022045781,-80.15275,26.07258333
770,FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",Endeavor,377,32,11.78125,-80.15275,26.07258333
771,FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",Frontier,63022,2275,27.701978021978,-80.15275,26.07258333
772,FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",JetBlue,495792,18767,26.4182874194064,-80.15275,26.07258333
773,FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",Southwest,212194,16252,13.0564853556485,-80.15275,26.07258333
774,FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",Spirit,513036,22994,22.3117334956945,-80.15275,26.07258333
775,FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",United,119644,7784,15.3705035971223,-80.15275,26.07258333
776,FLO,"Florence, SC: Florence Regional",Piedmont,4235,714,5.93137254901961,-79.72388889,34.18536111
777,FNT,"Flint, MI: Bishop International",Air Wisconsin,15798,658,24.0091185410334,-83.74345639,42.96550333
778,FNT,"Flint, MI: Bishop International",Allegiant,26808,1342,19.9761549925484,-83.74345639,42.96550333
779,FNT,"Flint, MI: Bishop International",Envoy,908,128,7.09375,-83.74345639,42.96550333
780,FNT,"Flint, MI: Bishop International",United Express,2489,175,14.2228571428571,-83.74345639,42.96550333
781,FNT,"Flint, MI: Bishop International",Piedmont,299,27,11.0740740740741,-83.74345639,42.96550333
782,FNT,"Flint, MI: Bishop International",SkyWest,8607,600,14.345,-83.74345639,42.96550333
783,FOD,"Fort Dodge, IA: Fort Dodge Regional",SkyWest,8795,622,14.1398713826367,-94.19255111,42.55145611
784,FSD,"Sioux Falls, SD: Joe Foss Field",Air Wisconsin,5184,266,19.4887218045113,-96.74170028,43.58135111
785,FSD,"Sioux Falls, SD: Joe Foss Field",Allegiant,14247,1015,14.0364532019704,-96.74170028,43.58135111
786,FSD,"Sioux Falls, SD: Joe Foss Field",American,20372,714,28.5322128851541,-96.74170028,43.58135111
787,FSD,"Sioux Falls, SD: Joe Foss Field",Delta,12658,731,17.3160054719562,-96.74170028,43.58135111
788,FSD,"Sioux Falls, SD: Joe Foss Field",Endeavor,4534,428,10.5934579439252,-96.74170028,43.58135111
789,FSD,"Sioux Falls, SD: Joe Foss Field",Envoy,5950,492,12.0934959349593,-96.74170028,43.58135111
790,FSD,"Sioux Falls, SD: Joe Foss Field",Frontier,2560,187,13.6898395721925,-96.74170028,43.58135111
791,FSD,"Sioux Falls, SD: Joe Foss Field",United Express,3508,361,9.71745152354571,-96.74170028,43.58135111
792,FSD,"Sioux Falls, SD: Joe Foss Field",Mesa,829,56,14.8035714285714,-96.74170028,43.58135111
793,FSD,"Sioux Falls, SD: Joe Foss Field",PSA,18,9,2.0,-96.74170028,43.58135111
794,FSD,"Sioux Falls, SD: Joe Foss Field",Piedmont,500,29,17.2413793103448,-96.74170028,43.58135111
795,FSD,"Sioux Falls, SD: Joe Foss Field",Republic,415,59,7.03389830508475,-96.74170028,43.58135111
796,FSD,"Sioux Falls, SD: Joe Foss Field",SkyWest,21537,2379,9.05296343001261,-96.74170028,43.58135111
797,FSD,"Sioux Falls, SD: Joe Foss Field",United,17010,811,20.9741060419236,-96.74170028,43.58135111
798,FSM,"Fort Smith, AR: Fort Smith Regional",Envoy,5189,696,7.45545977011494,-94.36744111,35.33659028
799,FSM,"Fort Smith, AR: Fort Smith Regional",Mesa,215,10,21.5,-94.36744111,35.33659028
800,FSM,"Fort Smith, AR: Fort Smith Regional",SkyWest,6350,378,16.7989417989418,-94.36744111,35.33659028
801,FWA,"Fort Wayne, IN: Fort Wayne International",Air Wisconsin,11482,527,21.7874762808349,-85.19514639,40.97846583
802,FWA,"Fort Wayne, IN: Fort Wayne International",Allegiant,7092,783,9.05747126436782,-85.19514639,40.97846583
803,FWA,"Fort Wayne, IN: Fort Wayne International",Envoy,7315,821,8.90986601705237,-85.19514639,40.97846583
804,FWA,"Fort Wayne, IN: Fort Wayne International",Piedmont,17117,1415,12.0968197879859,-85.19514639,40.97846583
805,FWA,"Fort Wayne, IN: Fort Wayne International",SkyWest,37475,2656,14.109563253012,-85.19514639,40.97846583
806,GCC,"Gillette, WY: Northeast Wyoming Regional",SkyWest,5842,641,9.11388455538222,-105.5393614,44.34889806
807,GCK,"Garden City, KS: Garden City Regional",SkyWest,9271,725,12.7875862068966,-100.7244147,37.92751556
808,GEG,"Spokane, WA: Spokane International",Alaska,22844,2226,10.2623539982031,-117.5338425,47.61985556
809,GEG,"Spokane, WA: Spokane International",Allegiant,5400,254,21.259842519685,-117.5338425,47.61985556
810,GEG,"Spokane, WA: Spokane International",American,24726,1003,24.6520438683948,-117.5338425,47.61985556
811,GEG,"Spokane, WA: Spokane International",Delta,32905,3105,10.597423510467,-117.5338425,47.61985556
812,GEG,"Spokane, WA: Spokane International",Horizon,24128,4224,5.71212121212121,-117.5338425,47.61985556
813,GEG,"Spokane, WA: Spokane International",SkyWest,40159,5342,7.51759640584051,-117.5338425,47.61985556
814,GEG,"Spokane, WA: Spokane International",Southwest,38370,3681,10.4237978810106,-117.5338425,47.61985556
815,GEG,"Spokane, WA: Spokane International",United,16208,948,17.0970464135021,-117.5338425,47.61985556
816,GFK,"Grand Forks, ND: Grand Forks International",Allegiant,3190,194,16.4432989690722,-97.17611111,47.949255
817,GFK,"Grand Forks, ND: Grand Forks International",Delta,3224,97,33.2371134020619,-97.17611111,47.949255
818,GFK,"Grand Forks, ND: Grand Forks International",Endeavor,4218,132,31.9545454545455,-97.17611111,47.949255
819,GFK,"Grand Forks, ND: Grand Forks International",SkyWest,7091,862,8.2262180974478,-97.17611111,47.949255
820,GGG,"Longview, TX: East Texas Regional",SkyWest,7257,724,10.0234806629834,-94.71171,32.38486111
821,GJT,"Grand Junction, CO: Grand Junction Regional",Allegiant,3825,152,25.1644736842105,-108.5267347,39.1224125
822,GJT,"Grand Junction, CO: Grand Junction Regional",CommuteAir,5300,393,13.4860050890585,-108.5267347,39.1224125
823,GJT,"Grand Junction, CO: Grand Junction Regional",Envoy,7670,1209,6.34408602150538,-108.5267347,39.1224125
824,GJT,"Grand Junction, CO: Grand Junction Regional",Mesa,9899,410,24.1439024390244,-108.5267347,39.1224125
825,GJT,"Grand Junction, CO: Grand Junction Regional",SkyWest,18709,1437,13.0194850382742,-108.5267347,39.1224125
826,GJT,"Grand Junction, CO: Grand Junction Regional",United,9883,363,27.2258953168044,-108.5267347,39.1224125
827,GNV,"Gainesville, FL: Gainesville Regional",Delta,15909,1610,9.88136645962733,-82.27177778,29.69005556
828,GNV,"Gainesville, FL: Gainesville Regional",Endeavor,729,32,22.78125,-82.27177778,29.69005556
829,GNV,"Gainesville, FL: Gainesville Regional",Envoy,7134,775,9.20516129032258,-82.27177778,29.69005556
